praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"24,10","1,00","13,00","403,00","84,30","20,50","21,50","255,00","1,63","84,30","1,36"
"19,30","1,01","19,30","112,00","37,20","64,90","61,00","276,00","2,37","137,00","1,20"
"3,43","1,96","9,22","183,00","22,90","10,50","15,80","632,00","19,50","36,20","1,12"
"16,40","1,01","48,70","385,00","113,00","9,39","23,90","704,00","8,90","15,80","1,14"
"29,40","1,00","15,50","30,00","17,50","8,43","18,40","340,00","18,40","61,00","6,10"
"36,80","1,00","30,80","225,00","85,10","13,10","13,70","248,00","1,14","414,00","2,05"
"19,30","1,01","22,30","239,00","38,20","26,20","26,20","337,00","1,00","3,11","1,09"
"42,20","6,49","22,50","21,90","16,00","15,50","19,60","241,00","1,00","82,80","1,24"
"54,20","4,83","58,80","55,70","19,10","124,00","181,00","3.191,00","1,00","1,00","1,00"
"20,00","1,00","3,79","5,23","15,30","30,00","33,40","276,00","1,00","173,00","2,04"
"20,40","1,00","37,90","355,00","82,80","12,60","19,30","271,00","1,00","626,00","2,11"
"136,00","1,00","41,40","57,80","15,50","13,20","17,90","305,00","1,00","8,66","1,00"
"17,50","1,21","27,40","271,00","86,60","49,10","46,10","791,00","1,07","1,00","3,62"
"29,20","2,13","22,90","25,50","3,43","13,00","17,20","292,00","1,00","1,63","1,21"
"16,40","1,01","32,80","35,20","6,26","10,20","16,80","233,00","1,00","25,50","6,98"
"7,50","1,01","23,70","146,00","55,70","142,00","179,00","2.839,00","1,00","59,90","2,69"
"28,90","1,27","33,10","14,20","62,10","79,90","95,60","1.540,00","1,00","396,00","1,63"
"20,20","1,01","15,30","257,00","31,30","1,00","3,05","8,58","1,30","1,00","3,72"
"138,00","1,01","52,30","178,00","58,30","23,50","23,90","385,00","1,00","3,49","2,69"
"77,00","5,83","15,00","15,10","13,50","8,28","13,70","239,00","1,00","1,01","2,33"
"41,80","1,01","1,00","6,32","1,75","7,91","8,35","308,00","1,00","1,01","1,60"
"31,60","1,01","13,70","77,00","26,20","12,60","13,90","316,00","1,00","1,00","2,09"
"1,00","1,00","48,70","202,00","62,10","5,83","16,70","461,00","1,00","5,52","2,44"
"22,90","1,00","21,70","138,00","39,20","24,60","28,10","349,00","1,84","1,00","4,29"
"11,10","1,01","17,60","365,00","46,60","17,50","24,10","267,00","1,00","1,01","1,03"
"17,00","1,01","23,10","26,90","21,50","2,53","11,80","305,00","1,53","37,20","2,33"
"20,00","1,00","2,74","4,70","23,70","47,80","65,50","1.446,00","1,00","27,60","1,50"
"57,30","1,01","71,00","204,00","130,00","5,88","9,73","403,00","7,17","21,50","5,42"
"20,50","1,01","8,74","27,60","22,50","7,10","10,40","257,00","1,00","1,75","1,00"
"30,50","1,25","40,00","34,30","13,50","20,50","22,70","334,00","1,00","246,00","1,51"
"28,40","1,01","35,90","231,00","73,00","7,91","20,70","343,00","1,00","1,00","2,19"
"42,60","1,13","3,43","89,80","9,91","79,90","84,30","1.094,00","1,00","1,01","1,00"
"43,30","1,00","8,51","22,50","1,00","13,80","23,30","578,00","1,00","1,01","1,49"
"5,62","1,11","41,40","34,90","7,43","34,60","41,40","538,00","1,00","1,00","1,21"
"71,00","1,00","10,70","14,20","29,40","2,17","11,20","346,00","1,00","13,20","3,37"
"42,90","2,13","21,30","33,10","20,40","7,37","11,80","352,00","1,00","2,62","1,37"
"12,40","1,07","9,31","22,30","13,10","11,70","22,50","274,00","1,00","34,60","2,19"
"5,94","1,00","37,50","10,90","53,30","129,00","151,00","2.227,00","4,29","36,50","2,81"
"16,80","1,22","52,80","457,00","101,00","6,49","15,10","349,00","1,00","1,32","1,55"
"39,60","1,00","33,70","621,00","142,00","2,94","15,70","562,00","1,00","11,20","2,53"
"22,90","1,42","14,90","34,60","30,50","24,10","33,70","433,00","1,00","113,00","1,00"
"25,50","1,01","24,40","26,70","46,10","20,70","26,40","302,00","1,00","7,84","1,00"
"15,70","1,01","41,00","49,10","25,90","40,00","56,70","890,00","3,19","11,70","1,64"
"21,30","1,01","2,11","11,80","9,82","16,10","25,90","426,00","1,00","6,32","1,47"
"40,30","1,03","23,90","62,60","20,90","9,22","19,80","334,00","1,00","1,01","1,96"
"36,50","1,21","28,90","30,00","11,40","5,09","22,50","235,00","1,00","1,00","1,00"
"27,90","1,01","18,30","233,00","74,30","11,50","12,70","250,00","2,37","1.370,00","2,86"
"1,00","1,58","101,00","453,00","129,00","6,04","15,30","355,00","1,24","1,00","1,00"
"27,40","4,29","16,80","44,90","16,00","1,73","11,20","271,00","1,24","28,10","1,86"
"25,70","1,32","79,90","500,00","164,00","8,43","12,20","340,00","1,00","15,10","1,00"
"31,90","1,01","42,60","313,00","168,00","19,50","16,10","308,00","10,70","403,00","1,04"
"82,00","1,33","9,31","213,00","15,80","14,20","19,50","257,00","1,00","82,80","1,26"
"170,00","1,00","20,20","138,00","13,70","14,10","11,70","352,00","1,00","1,00","1,41"
"62,10","1,00","31,90","32,50","11,90","145,00","237,00","2.813,00","1,07","1,00","1,19"
"16,30","1,20","29,70","119,00","37,90","12,50","11,30","235,00","1,21","93,10","1,93"
"26,40","1,01","4,18","1,91","939,00","24,10","28,40","337,00","1,00","1,00","1,79"
"40,30","2,11","18,40","115,00","25,00","12,10","19,30","281,00","2,92","38,50","4,49"
"21,30","1,01","20,90","48,70","21,30","24,60","24,40","372,00","1,00","1,83","1,00"
"52,30","1,01","16,50","29,70","23,10","8,90","17,30","343,00","1,00","7,10","2,27"
"20,00","1,01","25,30","27,90","1,00","10,20","15,10","239,00","1,00","3,52","1,01"
"29,20","1,01","15,40","41,80","24,40","11,30","27,90","429,00","1,00","71,00","1,27"
"29,70","1,00","26,90","26,90","31,10","26,70","34,90","308,00","1,00","44,50","1,00"
"30,50","1,00","17,80","188,00","48,30","12,60","12,60","311,00","1,00","422,00","1,57"
"76,40","1,36","8,43","4,83","1,00","10,80","17,60","355,00","1,00","4,07","1,01"
"40,00","1,01","6,79","9,47","3,62","13,10","11,80","389,00","1,00","1,55","1,54"
"44,10","1,01","28,10","22,50","10,60","21,10","37,20","445,00","1,00","8,98","1,88"
"37,20","1,00","11,50","18,80","25,30","34,00","35,20","319,00","1,06","1,00","2,39"
"70,40","1,00","9,65","18,90","23,90","10,10","14,70","244,00","1,01","1,51","1,01"
"37,90","1,01","7,17","21,10","20,20","1,50","10,30","615,00","1,00","1,01","1,50"
"33,70","1,15","32,50","496,00","103,00","17,60","25,30","334,00","1,21","8,98","4,83"
"61,50","1,01","34,30","457,00","73,00","25,70","26,40","365,00","1,08","1,00","1,86"
"34,90","1,01","117,00","882,00","255,00","41,00","75,70","1.459,00","1,81","86,60","1,17"
"23,50","1,58","18,10","15,30","3,40","71,00","108,00","2.091,00","1,00","2,50","1,00"
"25,30","1,03","10,90","40,00","16,70","75,70","68,50","316,00","1,00","1,00","1,00"
"39,20","1,68","22,10","191,00","30,80","4,96","17,50","396,00","1,00","1,86","1,31"
"38,90","1,20","8,74","19,50","15,10","79,10","97,30","1.499,00","4,18","42,90","3,92"
"1,00","1,07","10,70","122,00","30,50","68,50","79,90","1.094,00","1,00","16,10","3,11"
"32,20","1,01","20,40","89,00","31,90","5,09","25,30","403,00","1,00","5,62","3,52"
"35,90","1,01","7,43","17,50","19,50","13,00","16,80","368,00","1,00","11,10","1,83"
"52,30","1,01","7,99","16,30","9,39","18,80","33,40","519,00","7,30","76,40","4,78"
"14,70","1,01","23,30","33,40","23,70","19,10","20,40","294,00","1,00","126,00","1,15"
"31,60","1,01","34,60","40,30","34,60","16,80","21,90","422,00","1,21","154,00","1,33"
"35,50","1,01","14,70","20,00","11,70","7,84","10,70","257,00","1,00","1,43","1,95"
"34,30","1,01","36,20","45,30","34,00","6,32","9,31","244,00","1,00","1,00","2,69"
"41,80","1,00","71,70","410,00","202,00","12,10","30,00","1.655,00","1,00","173,00","1,73"
"24,10","1,01","27,90","27,40","32,20","58,80","71,70","1.322,00","1,00","2,41","2,11"
"71,00","1,38","24,10","150,00","46,10","13,70","17,20","276,00","1,00","1,00","1,73"
"86,60","1,01","41,40","279,00","66,70","51,90","69,20","851,00","1,00","1,09","1,47"
"143,00","1,01","16,10","122,00","26,70","15,10","43,30","1.134,00","1,00","3,46","1,00"
"8,28","1,00","13,90","137,00","30,50","10,00","10,80","302,00","2,23","1,00","2,44"
"29,40","1,04","10,60","35,20","22,50","12,00","20,50","352,00","1,00","1,00","1,00"
"40,30","1,06","24,60","26,20","18,30","6,15","10,50","259,00","1,00","4,18","2,29"
"38,50","1,24","24,40","50,90","42,90","27,40","24,60","213,00","11,10","1.197,00","14,30"
"38,50","2,07","15,80","22,30","20,90","5,67","20,50","615,00","7,99","172,00","6,98"
"26,40","1,00","93,90","820,00","195,00","84,30","92,20","1.382,00","15,30","777,00","24,10"
"37,90","1,01","18,60","18,40","2,37","12,10","15,80","257,00","1,10","132,00","2,37"
"27,90","1,01","20,50","20,20","9,31","19,60","28,10","292,00","1,27","12,00","1,79"
"31,90","1,00","21,90","14,10","10,80","3,59","15,00","426,00","2,64","108,00","1,30"
"227,00","1,01","5,57","15,40","3,75","8,98","11,10","385,00","1,00","161,00","1,37"
"34,00","1,01","11,10","154,00","28,10","63,20","67,90","1.512,00","1,00","1,00","1,57"
"32,20","1,33","10,60","25,70","6,38","3,22","5,33","392,00","1,00","1,01","2,59"
"4,00","1,00","64,40","362,00","209,00","79,10","111,00","1.715,00","1,08","21,90","1,88"
"36,80","1,17","82,00","253,00","155,00","7,30","13,70","331,00","1,00","15,50","2,00"
"36,50","1,00","29,70","30,00","19,50","12,50","12,20","246,00","1,86","103,00","2,84"
"173,00","1,00","5,83","11,30","11,00","22,30","27,60","322,00","1,00","17,30","1,27"
"35,90","1,01","14,30","85,10","25,70","6,32","9,82","262,00","16,50","4,70","1,00"
"84,30","1,36","12,30","200,00","42,90","3,85","11,10","264,00","1,00","1,36","2,84"
"38,90","3,89","18,60","77,70","22,10","5,99","30,00","644,00","1,00","10,20","1,14"
"30,50","1,00","31,30","99,10","14,50","2,69","6,92","313,00","1,51","2,04","1,41"
"31,30","1,01","54,20","189,00","94,70","22,10","31,30","221,00","1,00","11,20","1,84"
"35,90","1,27","19,50","105,00","19,10","13,20","16,30","418,00","3,82","167,00","2,41"
"38,20","1,00","23,90","21,30","10,30","13,10","17,00","449,00","1,00","74,30","1,30"
"48,30","1,01","13,10","289,00","58,80","150,00","259,00","3.078,00","9,06","106,00","19,50"
"17,80","1,98","41,00","51,90","42,20","12,30","16,00","246,00","2,13","17,00","1,00"
"34,60","1,01","8,51","244,00","22,70","196,00","215,00","2.167,00","1,81","2,41","1,29"
"35,50","1,00","35,50","115,00","54,70","13,50","22,50","368,00","1,00","1,21","2,25"
"33,40","1,01","35,20","34,60","28,60","7,57","12,40","241,00","1,49","42,90","3,72"
"9,91","1,07","8,06","10,80","16,70","7,70","10,60","372,00","1,00","15,40","1,31"
"45,70","1,01","23,70","83,50","46,60","33,40","42,20","1.018,00","1,00","13,10","1,33"
"44,90","1,01","27,10","35,50","17,20","5,67","7,23","259,00","1,91","1,00","1,39"
"39,60","2,59","51,90","85,10","122,00","22,30","67,90","1.322,00","1,00","2,04","1,39"
"88,20","1,01","14,10","259,00","25,30","8,58","13,00","248,00","1,02","2,50","1,93"
"3,55","1,06","25,30","17,80","13,70","3,08","18,80","157,00","1,00","217,00","1,15"
"30,50","1,00","11,90","173,00","34,60","58,30","97,30","1.731,00","1,00","110,00","2,48"
"92,20","1,13","59,90","66,10","47,80","2,05","7,30","85,10","1,00","1,00","1,25"
"160,00","1,21","18,80","24,40","3,79","15,70","18,10","352,00","1,00","1,00","1,07"
"1,50","1,35","18,30","21,90","19,80","10,90","17,30","362,00","1,00","20,40","1,01"
"26,40","1,00","24,10","13,90","12,10","10,70","31,30","956,00","1,00","48,70","1,00"
"2,76","1,35","15,00","107,00","30,80","8,90","15,10","331,00","1,00","1,00","1,00"
"22,10","1,42","19,80","109,00","20,50","9,22","13,60","286,00","1,00","1,01","1,20"
"41,80","1,01","26,90","62,10","13,60","3,72","6,61","313,00","1,00","8,90","1,04"
"32,20","1,01","47,40","115,00","57,30","9,39","12,60","422,00","4,07","3,52","1,55"
"34,00","1,00","7,37","16,10","12,70","11,90","17,50","267,00","3,96","9,82","1,11"
"25,50","1,42","82,00","77,00","39,20","20,70","16,10","269,00","7,64","85,80","2,07"
"36,50","1,06","26,70","19,80","13,50","22,10","20,90","334,00","33,40","1.433,00","3,89"
"10,60","2,44","27,10","58,80","19,50","24,10","23,50","322,00","9,82","19,30","4,57"
"67,90","1,01","8,51","149,00","47,00","41,80","40,70","334,00","1,24","36,20","3,59"
"39,60","1,01","23,70","20,40","5,52","86,60","108,00","1.811,00","1,00","1,18","1,00"
"37,90","2,27","32,50","319,00","59,90","59,40","72,30","1.018,00","1,00","1,91","1,01"
"24,40","1,10","24,80","22,70","15,50","15,50","15,40","325,00","1,00","1,00","2,35"
"35,20","1,12","17,30","241,00","46,60","9,73","19,60","331,00","1,00","1,64","1,00"
"31,10","1,61","23,90","26,40","9,14","6,44","15,70","453,00","1,12","71,00","1,06"
"39,20","1,00","28,40","22,30","3,43","10,00","14,50","255,00","2,37","34,60","1,10"
"2,74","1,01","22,90","21,30","11,10","1,73","15,10","322,00","1,00","2,48","1,79"
"33,70","1,37","9,56","204,00","31,30","7,77","14,90","403,00","1,00","12,60","2,48"
"47,40","1,01","23,70","24,10","11,80","16,10","18,90","343,00","1,00","18,60","16,40"
"34,60","1,33","79,10","178,00","50,50","4,61","16,80","644,00","1,00","349,00","1,00"
"38,90","1,50","20,40","25,70","17,80","15,00","16,80","375,00","12,70","237,00","12,60"
"64,40","1,00","25,70","123,00","31,90","10,60","19,10","316,00","1,00","1,00","1,00"
"32,50","6,32","38,20","21,70","3,72","41,00","48,70","649,00","1,00","6,73","1,27"
"34,00","1,00","23,70","32,50","21,30","3,65","25,90","300,00","1,00","5,57","1,42"
"22,30","1,04","5,94","9,14","7,57","24,60","25,70","414,00","1,08","1,00","1,89"
"129,00","1,01","37,50","34,00","35,90","21,10","28,90","274,00","2,02","8,35","1,35"
"21,30","3,08","17,90","151,00","31,90","16,40","19,30","362,00","2,29","25,50","6,92"
"42,60","1,00","18,80","181,00","30,80","22,70","28,60","311,00","1,00","1,49","1,00"
"71,00","2,37","20,40","28,10","8,06","106,00","103,00","313,00","1,00","1,01","1,61"
"8,06","1,84","61,00","547,00","157,00","5,33","16,30","289,00","1,00","5,19","1,00"
"17,90","1,45","28,40","17,30","12,20","22,90","30,50","422,00","1,00","2,71","1,01"
"101,00","1,01","22,90","20,00","11,70","107,00","125,00","2.458,00","1,00","1,00","1,00"
"35,20","1,00","17,80","26,40","7,77","7,91","18,80","389,00","1,76","43,30","4,14"
"18,10","1,13","10,90","244,00","27,40","30,50","33,10","286,00","1,00","1,00","1,50"
"35,20","1,47","84,30","196,00","43,70","15,30","23,90","340,00","1,00","121,00","1,76"
"37,50","1,38","16,50","28,10","11,40","4,07","18,30","403,00","1,00","50,90","2,17"
"106,00","1,00","24,10","26,20","24,10","6,73","16,10","355,00","1,00","80,60","1,00"
"29,70","1,89","27,10","30,50","20,50","4,49","20,20","407,00","1,00","1,01","1,00"
"24,60","1,78","72,30","449,00","141,00","15,00","13,90","289,00","1,00","2,04","1,93"
"33,10","1,00","25,00","27,60","21,50","13,30","16,70","269,00","1,00","1,83","2,76"
"48,70","1,00","48,30","97,30","24,40","8,66","12,60","289,00","1,00","5,88","1,64"
"36,80","1,01","15,40","15,50","4,29","30,80","39,20","757,00","1,00","195,00","3,05"
"250,00","1,01","20,00","44,50","17,90","27,60","39,60","626,00","1,84","1,00","1,32"
"95,60","1,00","10,50","22,50","23,50","4,70","11,40","445,00","1,86","31,30","2,37"
"55,20","1,01","11,40","215,00","47,00","16,80","18,80","375,00","1,00","1,00","2,09"
"11,20","3,05","26,70","26,40","13,00","8,66","11,70","453,00","1,00","4,18","1,00"
"7,17","1,01","2,76","15,50","4,57","7,23","16,80","355,00","1,00","1,01","1,46"
"38,50","1,00","35,50","60,40","44,10","7,84","7,30","286,00","1,00","4,53","2,13"
"24,60","1,30","41,80","215,00","91,40","34,90","34,60","284,00","1,00","12,20","1,72"
"53,80","1,00","23,70","101,00","22,10","3,02","15,30","352,00","1,00","2,09","1,00"
"83,50","1,01","30,80","23,10","15,00","71,70","73,00","947,00","1,00","17,20","1,76"
"118,00","2,46","36,50","66,10","8,66","7,50","50,90","704,00","1,00","1.208,00","1,76"
"43,30","1,09","17,00","17,60","1,00","4,07","46,60","135,00","1,00","1,00","2,44"
"34,90","1,02","21,70","12,30","7,50","29,70","35,20","294,00","1,00","1,36","1,32"
"37,90","1,00","9,56","229,00","29,20","131,00","123,00","843,00","1,00","286,00","2,53"
"33,10","1,01","28,60","343,00","84,30","6,26","7,64","300,00","1,00","129,00","1,45"
"25,50","1,01","40,30","392,00","115,00","18,90","25,30","359,00","1,00","14,70","1,00"
"31,60","1,02","9,73","13,30","11,40","58,80","64,40","890,00","1,00","25,30","1,08"
"32,80","1,70","17,90","130,00","37,50","23,10","21,90","308,00","1,00","1,00","3,43"
"26,70","2,23","9,82","118,00","21,10","4,57","10,70","667,00","3,13","322,00","7,10"
"44,90","1,00","9,14","147,00","28,60","28,10","32,20","316,00","7,17","392,00","10,30"
"79,90","20,50","36,50","18,90","13,90","16,70","19,30","343,00","1,00","1.999,00","2,00"
"35,20","1,03","22,70","26,90","10,40","7,70","13,70","281,00","11,90","1,41","1,00"
"9,73","1,01","15,50","26,90","9,82","9,14","14,30","292,00","1,00","1,00","1,00"
"36,50","2,25","17,00","27,60","8,90","91,40","120,00","1.358,00","1,00","6,26","2,92"
"14,50","1,95","22,10","106,00","22,70","69,20","74,30","1.407,00","1,00","6,10","2,05"
"181,00","1,01","25,90","22,70","23,70","20,50","38,20","621,00","1,00","1,00","2,31"
"21,10","1,37","16,40","161,00","16,40","4,66","10,40","379,00","1,00","107,00","1,58"
"217,00","1,27","25,30","18,90","15,70","77,00","95,60","1.286,00","1,00","2,09","1,00"
"44,50","1,10","18,40","21,50","1,17","31,60","28,60","858,00","1,00","108,00","2,31"
"29,70","1,26","17,90","137,00","42,60","23,30","41,80","626,00","1,00","1,00","1,00"
"111,00","1,26","33,70","29,40","14,60","3,34","12,00","213,00","1,00","7,50","4,70"
"45,70","1,00","29,20","150,00","36,80","65,50","93,10","1.999,00","1,00","4,37","1,95"
"15,40","1,95","20,50","235,00","25,00","17,00","27,10","403,00","1,00","10,60","1,50"
"39,20","1,00","22,90","15,40","6,61","23,50","21,70","325,00","1,91","1,01","1,00"
"36,50","3,52","25,00","69,80","8,35","13,20","25,00","328,00","1,12","289,00","1,41"
"36,20","1,01","17,60","21,30","20,00","10,20","14,50","286,00","2,09","165,00","1,00"
"62,60","3,08","9,82","155,00","40,30","23,30","30,20","457,00","1,70","8,90","1,76"
"132,00","7,43","16,80","173,00","48,70","6,73","9,73","337,00","1,00","4,41","2,48"
"12,60","6,04","17,30","35,90","29,40","82,00","105,00","1.685,00","1,00","2,59","2,39"
"223,00","1,01","16,10","213,00","33,70","17,90","23,50","331,00","15,70","26,40","3,96"
"38,90","1,21","27,60","44,10","13,30","14,90","28,10","372,00","2,46","105,00","3,72"
"45,70","2,09","13,90","89,00","24,80","77,00","79,90","1.084,00","1,22","1,00","1,00"
"23,70","1,00","26,70","29,70","6,98","1.715,00","1.715,00","1.197,00","2,09","30,80","2,64"
"41,40","1,00","24,60","14,70","16,00","6,04","12,30","246,00","2,48","1,25","1,79"
"47,00","1,19","26,70","35,90","43,30","34,60","41,00","704,00","1,09","279,00","1,00"
"22,90","1,22","30,00","13,30","15,50","18,30","25,70","379,00","1,00","1,01","1,47"
"36,80","1,00","24,80","26,90","14,10","22,50","22,70","289,00","1,38","478,00","12,30"
"44,10","1,00","8,28","10,70","12,10","12,30","21,70","355,00","1,00","1,76","1,25"
"42,20","1,00","18,80","24,10","19,10","7,91","10,60","368,00","1,00","1,00","1,60"
"24,10","2,62","34,90","141,00","36,50","45,70","51,40","799,00","1,00","12,50","1,83"
"101,00","1,73","27,60","40,70","10,80","7,99","11,80","325,00","1,00","18,40","1,42"
"29,40","1,01","16,10","164,00","15,30","59,40","75,70","1.124,00","9,65","1,00","1,20"
"12,70","1,46","26,70","34,30","19,60","13,90","11,40","284,00","3,43","9,06","2,35"
"32,20","1,01","26,40","21,10","20,40","21,50","21,90","359,00","1,00","28,90","1,00"
"125,00","7,17","33,10","57,30","24,80","105,00","106,00","1.334,00","1,00","1,00","1,84"
"68,50","25,00","21,90","153,00","28,60","97,30","136,00","2.148,00","1,00","1,45","1,64"
"26,90","1,00","20,70","91,40","37,20","4,18","19,30","562,00","1,00","164,00","1,89"
"29,40","1,83","27,10","19,50","38,90","20,70","18,30","219,00","1,00","30,20","1,83"
"28,10","1,63","45,30","37,20","32,80","18,60","20,50","343,00","1,00","1,30","1,39"
"35,90","1,19","28,10","34,00","18,90","10,60","13,20","237,00","1,00","1,01","1,27"
"26,90","2,00","16,00","59,90","16,70","67,30","76,40","1.843,00","3,92","16,70","25,50"
"37,90","1,15","21,30","10,70","16,50","18,80","27,60","286,00","4,49","1,00","2,79"
"36,20","1,00","23,50","26,20","6,38","63,80","95,60","1.568,00","1,00","75,70","1,00"
"36,50","1,98","20,70","146,00","35,50","21,30","24,80","308,00","9,56","7,99","4,37"
"20,00","1,01","19,10","18,40","2,59","15,70","20,70","349,00","1,00","1,00","1,25"
"21,90","1,00","19,30","139,00","24,10","14,30","23,90","835,00","1,06","28,10","1,83"
"67,90","1,00","17,80","130,00","25,00","7,37","15,30","311,00","1,31","10,00","1,00"
